index,x,y,1 clusters,2 clusters,3 clusters,4 clusters,5 clusters,6 clusters,7 clusters,8 clusters,9 clusters,optimal cluster,dst_port_ex,protocol_ex,flow_duration_ex,tot_fwd_pkts_ex,tot_bwd_pkts_ex,totlen_fwd_pkts_ex,totlen_bwd_pkts_ex,fwd_pkt_len_max_ex,fwd_pkt_len_min_ex,fwd_pkt_len_mean_ex,fwd_pkt_len_std_ex,bwd_pkt_len_max_ex,bwd_pkt_len_min_ex,bwd_pkt_len_mean_ex,bwd_pkt_len_std_ex,flow_byts/s_ex,flow_pkts/s_ex,flow_iat_mean_ex,flow_iat_std_ex,flow_iat_max_ex,flow_iat_min_ex,fwd_iat_tot_ex,fwd_iat_mean_ex,fwd_iat_std_ex,fwd_iat_max_ex,fwd_iat_min_ex,bwd_iat_tot_ex,bwd_iat_mean_ex,bwd_iat_std_ex,bwd_iat_max_ex,bwd_iat_min_ex,fwd_psh_flags_ex,bwd_psh_flags_ex,fwd_urg_flags_ex,bwd_urg_flags_ex,fwd_header_len_ex,bwd_header_len_ex,fwd_pkts/s_ex,bwd_pkts/s_ex,pkt_len_min_ex,pkt_len_max_ex,pkt_len_mean_ex,pkt_len_std_ex,pkt_len_var_ex,fin_flag_cnt_ex,syn_flag_cnt_ex,rst_flag_cnt_ex,psh_flag_cnt_ex,ack_flag_cnt_ex,urg_flag_cnt_ex,cwe_flag_count_ex,ece_flag_cnt_ex,down/up_ratio_ex,pkt_size_avg_ex,fwd_seg_size_avg_ex,bwd_seg_size_avg_ex,fwd_byts/b_avg_ex,fwd_pkts/b_avg_ex,fwd_blk_rate_avg_ex,bwd_byts/b_avg_ex,bwd_pkts/b_avg_ex,bwd_blk_rate_avg_ex,subflow_fwd_pkts_ex,subflow_fwd_byts_ex,subflow_bwd_pkts_ex,subflow_bwd_byts_ex,init_fwd_win_byts_ex,init_bwd_win_byts_ex,fwd_act_data_pkts_ex,fwd_seg_size_min_ex,active_mean_ex,active_std_ex,active_max_ex,active_min_ex,idle_mean_ex,idle_std_ex,idle_max_ex,idle_min_ex,dst_port,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts/s,flow_pkts/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts/s,bwd_pkts/s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down/up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts/b_avg,fwd_pkts/b_avg,fwd_blk_rate_avg,bwd_byts/b_avg,bwd_pkts/b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,anomaly_scores,label
2941.0,4.536032571134979e-05,0.00016819747793892853,0.0,0,1,1,0,0,1,0,0,7,0.014215496982724452,0.0178477154320452,0.017373261409903498,0.012724067889345516,0.01178838738317562,0.013753872907226784,0.009534851172814936,0.009666209949840295,0.013995921048307476,0.015021485510212717,0.012390618352992615,0.010987282684211662,0.01410629851873602,0.012396408324684617,0.013918786862123977,0.010531326439271639,0.012415113312419125,0.01113886849785708,0.014027062055837262,0.012007363848085558,0.01383009485541324,0.008396015700581856,0.011804444702585452,0.01161360135411889,0.011323055863590089,0.009856594303905003,0.011415456514032352,0.012351336748519792,0.012759046970279735,0.016230794623358198,0.009176916834086637,0.014560977227818852,0.010693601588687974,0.011754716364971699,0.015528555376393981,0.0181175706233423,0.012506040302714731,0.01383441774400422,0.012906317976810255,0.00917162333945548,0.010244675812563933,0.016335593379126906,0.01502070125344849,0.011211585103153588,0.015337935953253218,0.012267916416017696,0.010196061529042488,0.011633986297323571,0.011923553535606793,0.014722718544849632,0.014260562343572371,0.015449227521820071,0.018195813102751684,0.013436532321281724,0.010081939858827481,0.014314886203596508,0.012245108867005,0.015812558757145857,0.01328412816160439,0.012884162753441945,0.013214252298262329,0.011935195557059639,0.008310942314918128,0.014445719782008426,0.014220219883417767,0.013016574029963132,0.012247857832327529,0.009656721743654083,0.010999606572301177,0.010502251831638942,0.014724076468392328,0.015454685318508002,0.010611805609377845,0.01506566538812864,0.010359395093908883,0.013127361686271507,0.012967019180181335,0.01260942409776018,443,6,198,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,388888.8889,15151.51515,99.0,121.6223664,185,13,198,99.0,121.6223664,185,13,0,0.0,0.0,0,0,1,0,0,0,60,0,15151.51515,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0
2942.0,4.441340780070907e-05,0.0001677187757216941,0.0,0,1,1,0,0,1,0,0,7,0.014215491918388218,0.017847728193601867,0.017373245024788344,0.01272408761724218,0.011788417994532131,0.013753864452671816,0.009534840634817346,0.009666208856594487,0.013995916020694544,0.015021493524873138,0.012390627758475223,0.010987290345095397,0.014106306671625586,0.012396388563990206,0.013918788602234501,0.01053132556322799,0.012415128490568327,0.011138865376590375,0.014027081936096145,0.01200734624203977,0.013830096683172024,0.008396027197718588,0.011804445535017537,0.011613608054770736,0.011323066595757094,0.009856609156385322,0.011415469265085139,0.012351331388784954,0.01275906726261191,0.01623076461725982,0.009176909137638559,0.014560953027414622,0.010693589395704004,0.011754712771827467,0.015528561800137125,0.01811752508835843,0.01250602640999853,0.013834412167479417,0.012906293884368576,0.009171654498151287,0.010244669279413575,0.016335591255624834,0.01502071178387608,0.011211577937147556,0.015337952979203883,0.012267898796401644,0.010196069688438626,0.011634006310247523,0.011923554986489648,0.014722697335071032,0.014260533092236691,0.01544924323535756,0.018195787202448584,0.013436529365921695,0.01008193268903053,0.014314914103640526,0.012245116599997575,0.015812544696934386,0.013284121733434275,0.012884185743817956,0.013214264170360049,0.011935206092563162,0.008310910348490883,0.014445742884054645,0.01422022900719889,0.013016575166178908,0.012247884750391392,0.009656714013145348,0.01099961359141817,0.010502243005098943,0.014724052846723337,0.015454707931440596,0.010611822050935806,0.015065656497961369,0.010359391733863084,0.01312736877275227,0.012967001431125233,0.012609409165774885,443,6,223,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,345291.4798,13452.9148,111.5,130.8147545,204,19,223,111.5,130.8147545,204,19,0,0.0,0.0,0,0,1,0,0,0,60,0,13452.9148,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0
2943.0,4.640890231445345e-05,0.00016508011141769155,0.0,0,1,1,0,0,1,0,0,7,0.014215494785087105,0.0178477209832202,0.017373254287762735,0.012724076511584258,0.01178840074670603,0.013753869222200467,0.009534846558038261,0.009666209482033932,0.013995918857642845,0.015021488975999434,0.012390622439169467,0.01098728603547953,0.014106302065431115,0.012396399697082443,0.013918787620967836,0.010531326071742566,0.012415119917115974,0.011138867166575426,0.014027070745975449,0.012007356157747659,0.013830095646014864,0.00839602073538494,0.011804445095020124,0.011613604275569808,0.011323060556021822,0.009856600776576427,0.011415462054508767,0.012351334413590778,0.012759055821334492,0.016230781568638532,0.009176913444124614,0.014560966658862196,0.010693596247792828,0.01175471479471245,0.015528558195211204,0.018117550792992956,0.012506034248771253,0.013834415328727706,0.012906307433732564,0.009171636906153083,0.01024467297849016,0.016335592483991537,0.015020705802367501,0.011211582011162348,0.01533794335707613,0.01226790871216099,0.010196065102492512,0.011633995011014931,0.011923554131621397,0.014722709332883924,0.014260549607040568,0.015449234380187221,0.018195801785025834,0.013436531026471533,0.01008193671509475,0.014314898394920238,0.012245112268230626,0.015812552599363185,0.013284125351159753,0.012884172764911456,0.013214257497253447,0.011935200146797465,0.008310928336137854,0.01444572986817776,0.014220223838821948,0.01301657452503704,0.012247869599190251,0.009656718385645134,0.010999609616143293,0.01050224801060103,0.014724066151359426,0.015454695176151896,0.010611812747663847,0.015065661529479114,0.01035939360764225,0.013127364774801514,0.012967011459862206,0.01260941759226391,443,6,587,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,131175.4685,5110.732538,293.5,395.2726907,573,14,587,293.5,395.2726907,573,14,0,0.0,0.0,0,0,1,0,0,0,60,0,5110.732538,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0
2944.0,4.693338804677731e-05,0.00016563112750223217,0.0,0,1,1,0,0,1,0,0,7,0.014215488238038339,0.017847737484905223,0.017373233183184695,0.01272410198332505,0.011788440343812812,0.013753858358065663,0.009534832891886835,0.009666208115758544,0.013995912468606453,0.015021499370544627,0.01239063454149878,0.010987295921820635,0.014106312688384774,0.012396374044974234,0.01391878982372252,0.010531324970670048,0.012415139574566,0.011138863006082706,0.014027096374258292,0.012007333491770153,0.013830097949312595,0.008396035657547811,0.011804446217274679,0.011613612844549707,0.01132307441153972,0.009856620027939529,0.0114154786560288,0.012351327547513434,0.01275908199423441,0.016230742716328496,0.00917690360507828,0.014560935377115053,0.01069358043248614,0.011754710139952433,0.015528566531193189,0.018117491906817235,0.01250601625583242,0.013834408066894004,0.012906276359162572,0.009171677221331704,0.0102446644123174,0.016335589640716835,0.015020719417595824,0.011211572653140338,0.015337965359308182,0.01226788600589897,0.010196075582515285,0.011634020797464287,0.011923556121166141,0.014722681957408881,0.014260511776602865,0.015449254613343942,0.01819576849150498,0.013436527366276381,0.01008192738374719,0.014314934492694205,0.012245122248057327,0.0158125344092387,0.013284117022615657,0.01288420241725289,0.013214272790114685,0.011935213714071321,0.00831088715336074,0.014445759737774247,0.014220235598243603,0.013016576039333138,0.012247904336011,0.009656708362865425,0.010999618623151543,0.01050223655944276,0.01472403561392013,0.015454724358194914,0.01061183398101702,0.015065650037084922,0.01035938939472093,0.013127373860638449,0.012966988432552257,0.012609398444627915,443,6,763,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,100917.4312,3931.847969,381.5,526.794552,754,9,763,381.5,526.794552,754,9,0,0.0,0.0,0,0,1,0,0,0,60,0,3931.847969,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0
2945.0,4.444489129965046e-05,0.0001657613337502768,0.0,0,1,1,0,0,1,0,0,7,0.014215492936967472,0.017847725598718958,0.017373248351003116,0.012724083612047648,0.011788411764859003,0.013753866225781597,0.009534842787492134,0.009666209023012042,0.013995917117368582,0.01502149195389036,0.012390625867503823,0.010987288702331026,0.01410630507031048,0.012396392543701574,0.013918788181621894,0.010531325776974505,0.012415125429531739,0.0111388659563416,0.014027077774016341,0.012007349864005291,0.013830096284008482,0.008396024885392966,0.01180444538385852,0.011613606697861024,0.011323064352825131,0.009856606126769205,0.011415466701717903,0.012351332522678707,0.012759063061247772,0.01623077064824098,0.00917691076414129,0.014560957995408763,0.010693591967037331,0.011754713519147728,0.015528560419365513,0.01811753434942614,0.012506029269384092,0.013834413171242253,0.012906298883189999,0.009171648175300974,0.010244670531144645,0.016335591582415553,0.015020709715994418,0.011211579375734262,0.015337949504290125,0.012267902457852288,0.01019606800338632,0.011634002221512039,0.011923554800120131,0.014722701615363407,0.014260539099903258,0.015449240009286895,0.018195792560686472,0.013436530033495882,0.010081934163798214,0.014314908374199369,0.012245114991577127,0.01581254752304925,0.013284123017148399,0.012884181053771947,0.013214261660481025,0.011935203992265695,0.008310917031570485,0.014445738160995439,0.01422022714162959,0.013016574870306295,0.012247879157113149,0.009656715580312768,0.01099961218602587,0.010502244747051007,0.014724057740021269,0.015454703296744088,0.010611818708997887,0.015065658310216905,0.01035939249339847,0.013127367335203612,0.012967004941427744,0.012609412295784862,443,6,852,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,90375.58685,3521.126761,426.0,589.7270555,843,9,852,426.0,589.7270555,843,9,0,0.0,0.0,0,0,1,0,0,0,60,0,3521.126761,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0
2946.0,-0.002146137330095564,0.001943236307614973,0.0,0,2,3,3,5,0,4,2,7,0.014117775640420448,0.017607209431340306,0.017634717047488594,0.01267888046609831,0.011637600122039866,0.014068461207136998,0.008916688416865453,0.009664106819864338,0.01449116723918764,0.015481562279012403,0.012444636395369723,0.010586843047342785,0.014630815185562295,0.011964290843622572,0.013957721017561568,0.012000237359831063,0.012551740201249408,0.011360189332743688,0.013742531072288856,0.012219094698561653,0.013715834513553836,0.008245682796266827,0.011205980532052797,0.011441436602730209,0.011205990161109222,0.010124512390645447,0.01156006603520207,0.01245467057616272,0.012474065808069113,0.015378879849566221,0.00905035374665154,0.014450223958338868,0.011181128322913037,0.011618053129320741,0.0158598314505869,0.018129352881036075,0.012159105818198937,0.013506750221171152,0.013054871635953202,0.008941191270171626,0.010308781140199631,0.016513341325522856,0.015475614006163688,0.011223982504762678,0.014940711085750019,0.011997737703240339,0.010940728922494078,0.012025856581284541,0.011714075989147721,0.015194635822486705,0.013836909437728117,0.015178075810919294,0.018478944507183088,0.01372908611017181,0.009911665880367444,0.014252979978744173,0.012645413925497688,0.015421437787339527,0.01306178314926344,0.012707574637488873,0.013441360991447967,0.011969514882262762,0.00858074886656547,0.014455290185825111,0.01410967264310037,0.01252142831808099,0.012531930263004495,0.00997044467241037,0.010766017930752866,0.0102042122464958,0.014386264532101197,0.015515578448582857,0.010672145829576677,0.015166657885084372,0.010109580095707293,0.012934742941604026,0.013116848270826644,0.012473975167526442,52355,6,1,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,77000000.0,3000000.0,0.5,0.707106781,1,0,1,0.5,0.707106781,1,0,0,0.0,0.0,0,0,1,0,0,0,60,0,3000000.0,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,123,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0.23010388609081492,1.0
2947.0,4.606728671514536e-05,0.00016792482108190905,0.0,0,1,1,0,0,1,0,0,7,0.014215501287459482,0.017847704693390882,0.017373275210949352,0.012724051249947004,0.011788361568700844,0.013753880083544518,0.009534860049896609,0.009666210806260817,0.013995925352014753,0.015021478722535172,0.012390610481892822,0.010987276205583372,0.014106291687989537,0.012396425019601795,0.013918785331128688,0.010531327208657631,0.012415100523916983,0.011138871145283767,0.014027045284576,0.012007378751811277,0.013830093308323155,0.008396006063475802,0.01180444398759775,0.01161359571970156,0.01132304678757578,0.009856581760712448,0.011415445762830963,0.012351341298582159,0.01275902981185868,0.01623081993984564,0.009176923269571077,0.014560997648062832,0.010693611931690928,0.011754719387904112,0.015528549945957098,0.018117609000554463,0.012506052002589267,0.013834422424987135,0.012906338238594484,0.009171597034490433,0.010244681281242446,0.016335595155825923,0.015020692389703248,0.011211591171645848,0.015337921519079778,0.012267931283215447,0.010196054709279352,0.011633969426326284,0.011923552294002033,0.014722736387480484,0.014260587054156516,0.015449214257927243,0.018195834888843535,0.013436534786837595,0.010081945929421089,0.014314862685264865,0.012245102355776506,0.01581257061784636,0.013284133539947859,0.012884143400101574,0.01321424223506314,0.011935186755054181,0.00831096931511598,0.014445700338783505,0.014220212193818062,0.013016573017046984,0.012247835086498526,0.009656728251029905,0.010999600682948713,0.0105022592211606,0.014724096416208511,0.015454666279353142,0.010611791714826315,0.01506567285465121,0.010359397927702,0.013127355742084984,0.012967034108693765,0.012609436735989398,443,6,232,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,331896.5517,12931.03448,116.0,141.4213562,216,16,232,116.0,141.4213562,216,16,0,0.0,0.0,0,0,1,0,0,0,60,0,12931.03448,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0
2948.0,4.6405254946847285e-05,0.0001667895087550064,0.0,0,1,1,0,0,1,0,0,7,0.01421549915301519,0.01784771001460416,0.017373268285046678,0.012724059497766022,0.011788374376653445,0.01375387649176432,0.009534855697933966,0.009666210336272725,0.013995923194653776,0.015021482124169021,0.012390614445584897,0.010987279434188372,0.014106295074478423,0.01239641674132555,0.01391878609219941,0.010531326784060397,0.012415106891548792,0.011138869834531193,0.014027053648633938,0.012007371312124463,0.013830094071941043,0.008396010840821366,0.011804444345417008,0.011613598574703324,0.011323051309224598,0.009856587979121303,0.011415451129067843,0.01235133901408783,0.012759038394517915,0.016230807339141166,0.009176920054837109,0.014560987503309615,0.010693606815167804,0.011754717880343905,0.015528552609978166,0.018117589849757473,0.012506046209303534,0.013834420082126963,0.012906328193220198,0.009171610146113182,0.010244678553978247,0.016335594233271813,0.015020696835492462,0.01121158814225499,0.015337928753691834,0.012267923892719287,0.010196058091707868,0.011633977851250693,0.011923552945077073,0.014722727428613707,0.014260574743315125,0.015449220885069974,0.018195824037971257,0.013436533542017291,0.01008194292232008,0.01431487435526901,0.012245105552574848,0.015812564741410386,0.01328413087393536,0.01288415306875738,0.013214247192670343,0.011935191148185894,0.008310955907889758,0.014445710009529962,0.0142202160331495,0.013016573522131206,0.01224784638958723,0.009656725021194043,0.01099960367476565,0.010502255496082935,0.014724086515088969,0.015454675785780936,0.010611798666421791,0.015065669113746146,0.010359396532729197,0.01312735871665268,0.01296702664870187,0.012609430402237134,443,6,232,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,331896.5517,12931.03448,116.0,140.0071427,215,17,232,116.0,140.0071427,215,17,0,0.0,0.0,0,0,1,0,0,0,60,0,12931.03448,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0
2949.0,4.497666521010634e-05,0.00016843170413636833,0.0,0,1,1,0,0,1,0,0,7,0.014215496819698782,0.017847715861042678,0.01737326082805828,0.012724068563334143,0.01178838844873191,0.013753872622964831,0.009534850840106359,0.009666209859670979,0.013995920915283674,0.015021485799000976,0.012390618721232939,0.010987282909979265,0.014106298827878302,0.01239640763056691,0.013918786872187432,0.0105313264096875,0.01241511385838646,0.011138868371293293,0.014027062709231305,0.012007363257838188,0.013830094901046452,0.00839601612207346,0.011804444754629986,0.011613601610713396,0.011323056198756096,0.009856594812915152,0.011415456977198748,0.012351336579942578,0.012759047655244805,0.01623079355964985,0.009176916578533244,0.01456097640803432,0.010693601215648526,0.011754716232229805,0.015528555567663957,0.018117569021083274,0.012506039850682429,0.013834417486513546,0.012906317165070593,0.009171624429358287,0.010244675526717819,0.016335593255187644,0.015020701662298727,0.011211584846903036,0.015337936544403921,0.012267915847661001,0.010196061801333183,0.011633986982083974,0.011923553638721239,0.014722717772832255,0.014260561368743348,0.015449228073302332,0.018195812225467636,0.01343653224453388,0.010081939626019408,0.014314887149671633,0.01224510911250575,0.015812558256135405,0.013284127914536169,0.012884163565691598,0.01321425263400887,0.011935195958479961,0.008310941297646464,0.014445720584446337,0.014220220183152547,0.013016574039016635,0.012247858702255122,0.009656721480368472,0.01099960683327201,0.010502251480500501,0.014724075697522973,0.015454686101759959,0.010611806186997726,0.01506566506992571,0.010359395018095234,0.013127361932073558,0.012967018502429473,0.012609423630135641,443,6,496,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,155241.9355,6048.387097,248.0,330.9259736,482,14,496,248.0,330.9259736,482,14,0,0.0,0.0,0,0,1,0,0,0,60,0,6048.387097,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0
2950.0,4.5406666200982616e-05,0.00016702991283376015,0.0,0,1,1,0,0,1,0,0,7,0.014215492680881134,0.017847726289622275,0.017373247489370643,0.012724084713787158,0.011788413471468938,0.013753865736012156,0.009534842149211034,0.00966620903287955,0.013995916801783305,0.015021492325716378,0.012390626337305657,0.010987289197036712,0.014106305483333829,0.012396391456182081,0.013918788333045187,0.010531325725220428,0.012415126244519617,0.011138865840051923,0.014027078973612302,0.012007348874061201,0.01383009638964796,0.008396025534579096,0.011804445446126887,0.01161360704480754,0.011323064995245234,0.009856606939908854,0.011415467362408544,0.012351332212516714,0.012759064234637045,0.01623076908330147,0.009176910260326673,0.014560956624622881,0.010693591196983224,0.011754713304507624,0.015528560846786896,0.018117531888199978,0.012506028458139576,0.013834412969870296,0.012906297437430882,0.009171649855971261,0.01024467024843588,0.016335591590601918,0.015020710191746318,0.01121157901170062,0.015337950430600017,0.012267901390151586,0.010196068481021479,0.011634003320380991,0.011923554747049016,0.01472270051857428,0.014260537455956743,0.01544924088868754,0.018195791057197496,0.013436529823614159,0.01008193372097156,0.014314909980400083,0.01224511547992129,0.015812546748743352,0.013284122684554433,0.012884182306856274,0.013214262427377036,0.011935204532950059,0.008310915100631719,0.014445739483695097,0.014220227632224199,0.013016574986363475,0.012247880756577546,0.009656715156956375,0.01099961251607119,0.010502244321638377,0.014724056337806202,0.015454704569994267,0.010611819583334531,0.01506565783635424,0.010359392237804837,0.01312736771055922,0.012967004067563456,0.01260941142381309,443,6,598,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,128762.5418,5016.722408,299.0,401.6366517,583,15,598,299.0,401.6366517,583,15,0,0.0,0.0,0,0,1,0,0,0,60,0,5016.722408,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0
