index,dst_port,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts/s,flow_pkts/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts/s,bwd_pkts/s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down/up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts/b_avg,fwd_pkts/b_avg,fwd_blk_rate_avg,bwd_byts/b_avg,bwd_pkts/b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
3033,443,6,116204632,35,67,3467,60932,652,0,99.05714286,204.8669501,1380,0,909.4328358,630.6100996,554.1861705,0.877761912,1150540.911,3146227.964,10000000,0,116000000,3417783.294,4710264.589,10000000,11,111000000,1688444.667,3760224.217,10000000,0,0,0,0,0,712,1348,0.301192813,0.576569099,0,1380,625.2330097,650.5334795,423193.8079,0,0,1,1,0,0,0,1,1,631.3627451,99.05714286,909.4328358,0,0,0,0,0,0,35,3467,67,60932,8192,7565,20,20,126397.1818,328313.1978,1116296,26696,10000000.0,2720.987668,10000000,10000000
3040,443,6,115411006,37,84,2815,98250,626,0,76.08108108,193.3103978,1460,0,1169.642857,558.555401,875.6963786,1.048426872,961758.3833,2917926.163,10000000,0,115000000,3205861.278,4649239.866,10000000,13,110000000,1330618.349,3415087.187,10000000,0,0,0,0,0,752,1824,0.320593341,0.727833531,0,1460,828.4016393,696.2065531,484703.5646,0,0,1,1,0,0,0,1,2,835.2479339,76.08108108,1169.642857,0,0,0,0,0,0,37,2815,84,98250,8192,1101,18,20,41974.54545,102349.9939,350569,10761,9998128.909,20203.83873,10000000,9937224
3045,443,6,115227575,20,22,698,8494,334,0,34.9,86.590324,1460,0,386.0909091,611.8989108,79.7725718,0.364496085,2810428.659,4461471.172,10000000,0,115000000,6064609.211,4906547.881,10100000,19,111000000,5277175.19,5143284.08,10100000,0,0,0,0,0,412,584,0.173569564,0.190926521,0,1460,213.7674419,471.677646,222479.8018,0,0,1,1,0,0,0,1,1,218.8571429,34.9,386.0909091,0,0,0,0,0,0,20,698,22,8494,8192,123,15,20,69778.09091,38908.10677,187087,57753,10000000.0,2353.348257,10000000,10000000
3046,443,6,115729988,20,18,1120,1645,804,0,56.0,183.1016399,1330,0,91.38888889,312.3542745,23.89181964,0.328350505,3127837.514,4598133.56,10000000,1,116000000,6091052.0,4904829.641,10100000,28,111000000,6530008.235,4950938.164,10100000,1,0,0,0,0,412,364,0.172816055,0.15553445,0,1330,70.8974359,246.6955075,60858.67341,0,0,1,1,0,0,0,1,0,72.76315789,56.0,91.38888889,0,0,0,0,0,0,20,1120,18,1645,8192,40958,15,20,85312.45455,48210.77226,230671,70460,10000000.0,1642.47986,10000000,10000000
3047,443,6,116040785,30,70,817,77532,455,0,27.23333333,90.8312886,1460,0,1107.6,612.4853953,675.1850222,0.861765973,1172129.141,3189609.169,10000000,0,116000000,4001406.379,4895656.371,10000000,13,110000000,1599533.203,3692034.673,10000000,0,0,0,0,0,612,1544,0.258529792,0.603236181,0,1460,775.7326733,715.8395056,512426.1978,0,0,1,1,0,0,0,1,2,783.49,27.23333333,1107.6,0,0,0,0,0,0,30,817,70,77532,8192,980,15,20,27606.58333,56623.46532,207404,10843,9642457.75,1253634.215,10000000,5661636
3048,443,6,116042010,24,46,809,43638,447,0,33.70833333,99.35070914,1460,0,948.6521739,685.4681196,383.0250786,0.603229813,1681768.261,3714034.505,10000000,0,116000000,5045304.783,5000177.992,10000000,14,110000000,2452299.911,4350400.556,10000000,0,0,0,0,0,492,1064,0.20682165,0.396408163,0,1460,626.0140845,706.8150191,499587.4712,0,0,1,1,0,0,0,1,1,634.9571429,33.70833333,948.6521739,0,0,0,0,0,0,24,809,46,43638,8192,980,15,20,26619.16667,53725.03319,197216,10707,9643547.167,1248974.4,10000000,5677521
3053,443,6,116049131,21,21,678,7170,317,0,32.28571429,81.45436935,1460,0,341.4285714,562.7825132,67.62652966,0.361915679,2830466.61,4477855.248,10000000,1,116000000,5802456.55,4939724.252,10000000,19,111000000,5527432.15,5110823.159,10000000,1,0,0,0,0,432,564,0.180957839,0.180957839,0,1460,182.5116279,422.7112249,178684.7796,0,0,1,1,0,0,0,1,1,186.8571429,32.28571429,341.4285714,0,0,0,0,0,0,21,678,21,7170,8192,980,15,20,45835.75,52737.21125,213296,30270,9624923.583,1308525.114,10000000,5469829
3062,80,6,115473035,16,14,443,706,432,0,27.6875,107.8175736,706,0,50.42857143,188.6864368,9.950374994,0.259800914,3981828.793,4882709.347,10000000,15,115000000,7698202.333,4148038.803,10000000,160,110000000,8476238.385,3756438.068,10000000,11691,0,0,0,0,332,424,0.138560487,0.121240426,0,706,37.06451613,146.3425059,21416.12903,0,0,1,1,0,0,0,1,0,38.3,27.6875,50.42857143,0,0,0,0,0,0,16,443,14,706,8192,172,12,20,19414.36364,25271.54866,95605,11448,9997961.727,18497.21731,10000000,9942199
3063,80,6,115472391,16,14,443,706,432,0,27.6875,107.8175736,706,0,50.42857143,188.6864368,9.950430489,0.259802363,3981806.586,4882705.94,10000000,13,115000000,7698159.4,4148123.866,10000000,174,110000000,8476179.385,3756434.092,10000000,11695,0,0,0,0,332,424,0.13856126,0.121241103,0,706,37.06451613,146.3425059,21416.12903,0,0,1,1,0,0,0,1,0,38.3,27.6875,50.42857143,0,0,0,0,0,0,16,443,14,706,8192,172,12,20,19382.54545,25064.0549,94948,11441,9997933.364,18488.97242,10000000,9942195
3067,443,6,118913823,42,60,4678,32247,1126,0,111.3809524,235.9737431,1460,0,537.45,644.9731416,310.5189882,0.85776403,1177364.584,3013434.549,10000000,0,119000000,2900056.317,4196536.258,10000000,4338,119000000,2015294.746,3756514.294,10000000,0,0,0,0,0,852,1208,0.353196953,0.504567076,0,1460,358.4951456,555.200156,308247.2132,0,0,1,1,0,0,0,1,1,362.0098039,111.3809524,537.45,0,0,0,0,0,0,42,4678,60,32247,8192,9048,20,20,1922138.9,1675281.125,4062383,11436,9968092.0,24555.49262,10000000,9952820
