index,dst_port,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts/s,flow_pkts/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts/s,bwd_pkts/s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down/up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts/b_avg,fwd_pkts/b_avg,fwd_blk_rate_avg,bwd_byts/b_avg,bwd_pkts/b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
3032,443,6,116203435,27,56,1677,39074,518,0,62.11111111,148.4790411,1380,0,697.75,654.68197,350.6867073,0.7142646,1417115.061,3453431.171,10000000,0,116000000,4469362.885,4968156.064,10000000,13,111000000,2013065.291,4046012.115,10000000,0,0,0,0,0,552,1128,0.232351135,0.481913465,0,1380,485.1309524,618.4428128,382471.5128,0,0,1,1,0,0,0,1,2,490.9759036,62.11111111,697.75,0,0,0,0,0,0,27,1677,56,39074,8192,5775,17,20,58436.25,108537.8084,403085,26504,9625182.25,1312259.019,10000000,5458201
3035,443,6,116554129,29,37,2068,19549,440,0,71.31034483,150.8234785,1380,0,528.3513514,617.9273248,185.4674749,0.566260505,1793140.446,3792267.07,10000000,0,117000000,4162647.464,4906412.395,10000000,13,111000000,3085237.056,4672798.475,10000000,0,0,0,0,0,592,748,0.248811434,0.317449071,0,1380,322.641791,520.5566572,270979.2334,0,0,1,1,0,0,0,1,1,327.530303,71.31034483,528.3513514,0,0,0,0,0,0,29,2068,37,19549,8192,6166,18,20,93365.08333,229373.3334,821721,26542,9619477.917,1310442.384,10000000,5458708
3037,443,6,115409626,37,102,1787,119809,806,0,48.2972973,166.7477911,1460,0,1174.598039,554.1325441,1053.603622,1.204405601,836301.6377,2740573.56,10000000,0,115000000,3205822.944,4653287.556,10000000,16,110000000,1093622.248,3134832.694,10000000,0,0,0,0,0,752,2184,0.320597174,0.883808427,0,1460,868.5428571,695.3944626,483573.4586,0,0,1,1,0,0,0,1,2,874.7913669,48.2972973,1174.598039,0,0,0,0,0,0,37,1787,102,119809,8192,1047,16,20,36687.0,84583.73209,291714,10748,10000000.0,2063.09575,10000000,10000000
3039,443,6,115410487,38,106,2305,128271,707,0,60.65789474,178.4629989,1460,0,1210.103774,512.6723994,1131.404982,1.247720235,807066.3427,2696737.024,10000000,0,115000000,3119202.351,4619288.263,10000000,14,110000000,1051665.305,3081249.797,10000000,0,0,0,0,0,772,2264,0.329259507,0.918460729,0,1460,900.5241379,679.8185837,462153.3067,0,0,1,1,0,0,0,1,2,906.7777778,60.65789474,1210.103774,0,0,0,0,0,0,38,2305,106,128271,8192,1079,17,20,33801.54545,75327.37706,260920,10744,10000000.0,2060.71387,10000000,10000000
3055,80,6,116742603,18,17,873,3928,431,0,48.5,139.1555414,1460,0,231.0588235,491.403153,41.12466123,0.299804862,3433605.971,4703708.54,10000000,1,117000000,6867211.941,4582087.762,10000000,213,112000000,6969240.438,4717242.153,10000000,1,0,0,0,0,372,484,0.154185358,0.145619504,0,1460,133.3611111,358.6681039,128642.8087,0,0,1,1,0,0,0,1,0,137.1714286,48.5,231.0588235,0,0,0,0,0,0,18,873,17,3928,8192,980,13,20,123525.9091,304860.0359,1042713,31250,10000000.0,4600.939955,10000000,9999709
3066,443,6,118080548,25,25,1905,9895,673,0,76.2,178.8162465,1460,0,395.8,597.1414545,99.93178555,0.423439769,2409807.102,4201877.971,10000000,1,118000000,4920022.833,4923635.935,10000000,19,113000000,4694760.625,5032422.338,10000000,1,0,0,0,0,512,644,0.211719885,0.211719885,0,1460,231.372549,461.6639887,213133.6384,0,0,1,1,0,0,0,1,1,236.0,76.2,395.8,0,0,0,0,0,0,25,1905,25,9895,8192,1064,17,20,226474.0833,678346.2073,2380512,30248,9613570.0,1334655.617,10000000,5375969
3070,80,6,115084711,16,14,445,706,434,0,27.8125,108.3175694,706,0,50.42857143,188.6864368,10.0013285,0.260677546,3968438.31,4880256.147,10000000,13,115000000,7672314.067,4166942.55,10000000,174,110000000,8476385.385,3756469.787,10000000,11771,0,0,0,0,332,424,0.139028024,0.121649521,0,706,37.12903226,146.5227495,21468.91613,0,0,1,1,0,0,0,1,0,38.36666667,27.8125,50.42857143,0,0,0,0,0,0,16,445,14,706,8192,172,12,20,18698.27273,22909.44321,87766,11456,9998935.273,15282.52014,10000000,9952867
3075,443,6,20830468,6,8,677,3695,388,0,112.8333333,155.7053842,1460,0,461.875,652.749446,209.8848667,0.672092437,1602343.692,5711074.043,20600000,1,141408,28281.6,25067.32435,46920,379,20800000,2969217.429,7778800.292,20600000,1,0,0,0,0,132,172,0.288039616,0.384052821,0,1460,291.4666667,507.9734058,258036.981,0,0,1,1,0,0,0,1,1,312.2857143,112.8333333,461.875,0,0,0,0,0,0,6,677,8,3695,8192,7515,3,20,220512.0,0.0,220512,220512,20600000.0,0.0,20600000,20600000
3092,443,6,116745949,19,37,853,35859,206,0,44.89473684,71.61307666,1430,0,969.1621622,644.8893322,314.46059,0.479674031,2122653.618,11000000.0,58500000,0,117000000,6485886.056,18800000.0,58500000,28,117000000,3241217.5,13500000.0,58500000,0,0,0,0,0,392,752,0.162746546,0.316927485,0,1430,644.0701754,684.1372267,468043.745,0,0,1,1,0,0,0,1,1,655.5714286,44.89473684,969.1621622,0,0,0,0,0,0,19,853,37,35859,8192,180,8,20,111454.5,47546.56707,145075,77834,58200000.0,372028.6766,58500000,58000000
3094,443,6,116273857,14,15,1050,5765,418,0,75.0,120.4018911,1460,0,384.3333333,595.523979,58.61162755,0.249411181,4152637.75,15200000.0,58000000,0,116000000,8944142.846,21800000.0,58000000,27,116000000,8298601.714,21100000.0,58000000,0,0,0,0,0,292,312,0.120405398,0.129005783,0,1460,227.1666667,451.0459173,203442.4195,0,0,1,1,0,0,0,1,1,235.0,75.0,384.3333333,0,0,0,0,0,0,14,1050,15,5765,8192,70,7,20,128197.0,49200.48983,162987,93407,58000000.0,14492.86059,58000000,58000000
3107,443,6,116842974,20,24,1764,4740,671,0,88.2,153.7919305,1430,0,197.5,391.981366,55.66445099,0.376573777,2717278.465,12400000.0,58200000,0,117000000,6149630.211,18300000.0,58300000,29,117000000,5077413.217,16700000.0,58200000,0,0,0,0,0,412,492,0.171169898,0.205403878,0,1430,144.5333333,306.5576173,93977.57273,0,0,1,1,0,0,0,1,1,147.8181818,88.2,197.5,0,0,0,0,0,0,20,1764,24,4740,8192,192,12,20,280754.0,308970.308,499229,62279,58100000.0,179158.2309,58200000,58000000
3108,443,6,118369914,30,35,3689,5486,452,0,122.9666667,161.2835334,1430,0,156.7428571,332.8240431,77.51125003,0.549126022,1849529.906,10200000.0,58900000,0,118000000,4081721.172,15100000.0,58900000,140,118000000,3476875.059,14000000.0,59100000,0,0,0,0,0,612,712,0.253442779,0.295683243,0,1430,139.0151515,264.8265901,70133.12284,0,0,1,1,0,0,0,1,1,141.1538462,122.9666667,156.7428571,0,0,0,0,0,0,30,3689,35,5486,8192,209,17,20,638901.5,682883.4242,1121773,156030,58500000.0,617524.1302,58900000,58000000
3137,443,6,7254935,6,8,686,3695,388,0,114.3333333,156.7069452,1460,0,461.875,652.749446,603.8648175,1.929720942,558071.9231,1968886.797,7110544,0,69258,13851.6,11996.61324,23351,358,7233591,1033370.143,2679916.765,7110544,0,0,0,0,0,132,172,0.827023261,1.102697681,0,1460,292.0666667,507.8578916,257919.6381,0,0,1,1,0,0,0,1,1,312.9285714,114.3333333,461.875,0,0,0,0,0,0,6,686,8,3695,8192,7506,3,20,144274.0,0.0,144274,144274,7110544.0,0.0,7110544,7110544
