index,dst_port,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts/s,flow_pkts/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts/s,bwd_pkts/s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down/up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts/b_avg,fwd_pkts/b_avg,fwd_blk_rate_avg,bwd_byts/b_avg,bwd_pkts/b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
2960,443,6,20736131,6,8,676,3695,387,0,112.6666667,155.3520733,1460,0,461.875,652.749446,210.7914924,0.675150056,1595087.0,5685077.626,20500000,0,148903,29780.6,26448.50185,50038,449,20700000,2955528.286,7743483.985,20500000,0,0,0,0,0,132,172,0.289350024,0.385800032,0,1460,291.4,507.9598972,258023.2571,0,0,1,1,0,0,0,1,1,312.2142857,112.6666667,461.875,0,0,0,0,0,0,6,676,8,3695,8192,7516,3,20,220161.0,0.0,220161,220161,20500000.0,0.0,20500000,20500000
2982,443,6,6124166,10,12,646,3485,322,0,64.6,114.0333285,1432,0,290.4166667,476.4526989,674.5408273,3.592325878,291626.9524,1307888.998,5999475,0,6124166,680462.8889,1994740.262,5999618,757,6112605,555691.3636,1805621.197,5999500,0,0,0,0,0,212,252,1.632875399,1.959450479,0,1432,179.6086957,364.6904963,132999.1581,0,0,1,1,0,0,0,1,1,187.7727273,64.6,290.4166667,0,0,0,0,0,0,10,646,12,3485,8192,66,3,20,124548.0,0.0,124548,124548,5999475.0,0.0,5999475,5999475
3012,443,6,4998954,13,11,2039,4434,1078,0,156.8461538,294.4969853,1460,0,403.0909091,552.4940641,1294.870887,4.80100437,217345.8261,981031.5728,4716740,0,4998954,416579.5,1354614.939,4717094,31,4953476,495347.6,1496671.717,4754435,0,0,0,0,0,272,232,2.600544034,2.200460336,0,1460,258.92,434.1833253,188515.16,0,0,1,1,0,0,0,1,0,269.7083333,156.8461538,403.0909091,0,0,0,0,0,0,13,2039,11,4434,8192,8002,7,20,0.0,0.0,0,0,0.0,0.0,0,0
3058,80,6,115761252,16,14,445,706,434,0,27.8125,108.3175694,706,0,50.42857143,188.6864368,9.94287795,0.259154073,3991767.31,4884916.58,10000000,15,116000000,7717416.8,4135179.864,10000000,171,110000000,8476761.538,3756638.52,10000000,11739,0,0,0,0,332,424,0.138215506,0.120938568,0,706,37.12903226,146.5227495,21468.91613,0,0,1,1,0,0,0,1,0,38.36666667,27.8125,50.42857143,0,0,0,0,0,0,16,445,14,706,8192,172,12,20,20662.63636,28851.26775,107645,11468,9997352.545,19952.79025,10000000,9937203
3084,443,6,116284645,16,30,995,28283,357,0,62.1875,100.0687888,1430,0,942.7666667,647.2636665,251.778728,0.395581033,2584103.222,12100000.0,58000000,0,116000000,7752309.667,20400000.0,58000000,30,116000000,4007667.103,15000000.0,58000000,0,0,0,0,0,332,612,0.137593403,0.25798763,0,1430,622.9361702,672.2380661,451904.0176,0,0,1,1,0,0,0,1,1,636.4782609,62.1875,942.7666667,0,0,0,0,0,0,16,995,30,28283,8192,180,8,20,138897.5,86175.81053,199833,77962,58000000.0,7140.364276,58000000,58000000
3093,443,6,116560568,18,22,1258,7339,406,0,69.88888889,106.4821934,1430,0,333.5909091,522.0769565,73.75564608,0.343169227,2988732.513,13000000.0,58000000,0,117000000,6856504.0,19300000.0,58100000,27,116000000,5547532.762,17500000.0,58000000,0,0,0,0,0,372,452,0.154426152,0.188743075,0,1430,209.6829268,407.740876,166252.622,0,0,1,1,0,0,0,1,1,214.925,69.88888889,333.5909091,0,0,0,0,0,0,18,1258,22,7339,8192,184,10,20,243585.5,256516.4199,424970,62201,58000000.0,32003.65292,58000000,58000000
3135,443,6,7986016,11,12,2017,4427,1078,0,183.3636364,315.1752759,1460,0,368.9166667,539.6978041,806.9104795,2.8800343,363000.7273,1663773.039,7811809,8,173921,17392.1,23653.28867,77216,45,7964668,724060.7273,2369122.481,7867151,28,0,0,0,0,232,252,1.377407709,1.502626591,0,1460,268.5,440.8583525,194356.087,0,0,1,1,0,0,0,1,1,280.173913,183.3636364,368.9166667,0,0,0,0,0,0,11,2017,12,4427,8192,8002,6,20,173921.0,0.0,173921,173921,7811809.0,0.0,7811809,7811809
3150,443,6,7928145,6,8,718,3695,388,0,119.6666667,160.8983116,1460,0,461.875,652.749446,556.624532,1.76586074,609857.3077,2155161.114,7782313,1,69982,13996.4,12161.87199,23690,252,7906641,1129520.143,2933732.17,7782313,1,0,0,0,0,132,172,0.75679746,1.00906328,0,1460,294.2,507.5331376,257589.8857,0,0,1,1,0,0,0,1,1,315.2142857,119.6666667,461.875,0,0,0,0,0,0,6,718,8,3695,8192,7474,3,20,145799.0,0.0,145799,145799,7782313.0,0.0,7782313,7782313
3161,443,6,20576193,6,8,709,3695,388,0,118.1666667,159.6225757,1460,0,461.875,652.749446,214.0337622,0.680397973,1582784.077,5641912.834,20400000,1,146782,29356.4,26062.77864,49463,314,20500000,2932765.286,7684748.423,20400000,1,0,0,0,0,132,172,0.291599131,0.388798841,0,1460,293.6,507.6109027,257668.8286,0,0,1,1,0,0,0,1,1,314.5714286,118.1666667,461.875,0,0,0,0,0,0,6,709,8,3695,8192,7483,3,20,215966.0,0.0,215966,215966,20400000.0,0.0,20400000,20400000
3192,443,6,21499211,6,8,709,3695,388,0,118.1666667,159.6225757,1460,0,461.875,652.749446,204.8447266,0.651186688,1653785.462,5897639.796,21300000,1,140363,28072.6,24942.24579,47461,359,21500000,3064949.286,8033076.388,21300000,1,0,0,0,0,132,172,0.279080009,0.372106679,0,1460,293.6,507.6109027,257668.8286,0,0,1,1,0,0,0,1,1,314.5714286,118.1666667,461.875,0,0,0,0,0,0,6,709,8,3695,8192,7483,3,20,216884.0,0.0,216884,216884,21300000.0,0.0,21300000,21300000
