index,dst_port,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts/s,flow_pkts/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts/s,bwd_pkts/s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down/up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts/b_avg,fwd_pkts/b_avg,fwd_blk_rate_avg,bwd_byts/b_avg,bwd_pkts/b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
3037,443,6,115409626,37,102,1787,119809,806,0,48.2972973,166.7477911,1460,0,1174.598039,554.1325441,1053.603622,1.204405601,836301.6377,2740573.56,10000000,0,115000000,3205822.944,4653287.556,10000000,16,110000000,1093622.248,3134832.694,10000000,0,0,0,0,0,752,2184,0.320597174,0.883808427,0,1460,868.5428571,695.3944626,483573.4586,0,0,1,1,0,0,0,1,2,874.7913669,48.2972973,1174.598039,0,0,0,0,0,0,37,1787,102,119809,8192,1047,16,20,36687.0,84583.73209,291714,10748,10000000.0,2063.09575,10000000,10000000
3047,443,6,116040785,30,70,817,77532,455,0,27.23333333,90.8312886,1460,0,1107.6,612.4853953,675.1850222,0.861765973,1172129.141,3189609.169,10000000,0,116000000,4001406.379,4895656.371,10000000,13,110000000,1599533.203,3692034.673,10000000,0,0,0,0,0,612,1544,0.258529792,0.603236181,0,1460,775.7326733,715.8395056,512426.1978,0,0,1,1,0,0,0,1,2,783.49,27.23333333,1107.6,0,0,0,0,0,0,30,817,70,77532,8192,980,15,20,27606.58333,56623.46532,207404,10843,9642457.75,1253634.215,10000000,5661636
3048,443,6,116042010,24,46,809,43638,447,0,33.70833333,99.35070914,1460,0,948.6521739,685.4681196,383.0250786,0.603229813,1681768.261,3714034.505,10000000,0,116000000,5045304.783,5000177.992,10000000,14,110000000,2452299.911,4350400.556,10000000,0,0,0,0,0,492,1064,0.20682165,0.396408163,0,1460,626.0140845,706.8150191,499587.4712,0,0,1,1,0,0,0,1,1,634.9571429,33.70833333,948.6521739,0,0,0,0,0,0,24,809,46,43638,8192,980,15,20,26619.16667,53725.03319,197216,10707,9643547.167,1248974.4,10000000,5677521
3066,443,6,118080548,25,25,1905,9895,673,0,76.2,178.8162465,1460,0,395.8,597.1414545,99.93178555,0.423439769,2409807.102,4201877.971,10000000,1,118000000,4920022.833,4923635.935,10000000,19,113000000,4694760.625,5032422.338,10000000,1,0,0,0,0,512,644,0.211719885,0.211719885,0,1460,231.372549,461.6639887,213133.6384,0,0,1,1,0,0,0,1,1,236.0,76.2,395.8,0,0,0,0,0,0,25,1905,25,9895,8192,1064,17,20,226474.0833,678346.2073,2380512,30248,9613570.0,1334655.617,10000000,5375969
3067,443,6,118913823,42,60,4678,32247,1126,0,111.3809524,235.9737431,1460,0,537.45,644.9731416,310.5189882,0.85776403,1177364.584,3013434.549,10000000,0,119000000,2900056.317,4196536.258,10000000,4338,119000000,2015294.746,3756514.294,10000000,0,0,0,0,0,852,1208,0.353196953,0.504567076,0,1460,358.4951456,555.200156,308247.2132,0,0,1,1,0,0,0,1,1,362.0098039,111.3809524,537.45,0,0,0,0,0,0,42,4678,60,32247,8192,9048,20,20,1922138.9,1675281.125,4062383,11436,9968092.0,24555.49262,10000000,9952820
3070,80,6,115084711,16,14,445,706,434,0,27.8125,108.3175694,706,0,50.42857143,188.6864368,10.0013285,0.260677546,3968438.31,4880256.147,10000000,13,115000000,7672314.067,4166942.55,10000000,174,110000000,8476385.385,3756469.787,10000000,11771,0,0,0,0,332,424,0.139028024,0.121649521,0,706,37.12903226,146.5227495,21468.91613,0,0,1,1,0,0,0,1,0,38.36666667,27.8125,50.42857143,0,0,0,0,0,0,16,445,14,706,8192,172,12,20,18698.27273,22909.44321,87766,11456,9998935.273,15282.52014,10000000,9952867
3107,443,6,116842974,20,24,1764,4740,671,0,88.2,153.7919305,1430,0,197.5,391.981366,55.66445099,0.376573777,2717278.465,12400000.0,58200000,0,117000000,6149630.211,18300000.0,58300000,29,117000000,5077413.217,16700000.0,58200000,0,0,0,0,0,412,492,0.171169898,0.205403878,0,1430,144.5333333,306.5576173,93977.57273,0,0,1,1,0,0,0,1,1,147.8181818,88.2,197.5,0,0,0,0,0,0,20,1764,24,4740,8192,192,12,20,280754.0,308970.308,499229,62279,58100000.0,179158.2309,58200000,58000000
3137,443,6,7254935,6,8,686,3695,388,0,114.3333333,156.7069452,1460,0,461.875,652.749446,603.8648175,1.929720942,558071.9231,1968886.797,7110544,0,69258,13851.6,11996.61324,23351,358,7233591,1033370.143,2679916.765,7110544,0,0,0,0,0,132,172,0.827023261,1.102697681,0,1460,292.0666667,507.8578916,257919.6381,0,0,1,1,0,0,0,1,1,312.9285714,114.3333333,461.875,0,0,0,0,0,0,6,686,8,3695,8192,7506,3,20,144274.0,0.0,144274,144274,7110544.0,0.0,7110544,7110544
3152,443,6,3351433,11,12,2008,4432,1078,0,182.5454545,315.1251699,1460,0,369.3333333,539.5099348,1921.566088,6.86273603,152337.8636,650964.7432,3065398,1,285807,28580.7,30375.76778,82392,53,3304638,300421.6364,927802.5985,3096908,1,0,0,0,0,232,252,3.282178101,3.580557929,0,1460,268.3333333,440.8583196,194356.058,0,0,1,1,0,0,0,1,1,280.0,182.5454545,369.3333333,0,0,0,0,0,0,11,2008,12,4432,8192,8002,6,20,0.0,0.0,0,0,0.0,0.0,0,0
3189,443,6,7833198,11,12,2008,4427,1078,0,182.5454545,315.1251699,1460,0,368.9166667,539.6978041,821.5035545,2.936220941,356054.4545,1608778.605,7558349,1,274654,27465.4,28738.1362,74189,43,7786790,707890.0,2280660.287,7583972,1,0,0,0,0,232,252,1.40427958,1.53194136,0,1460,268.125,440.9185385,194409.1576,0,0,1,1,0,0,0,1,1,279.7826087,182.5454545,368.9166667,0,0,0,0,0,0,11,2008,12,4427,8192,7856,6,20,274654.0,0.0,274654,274654,7558349.0,0.0,7558349,7558349
