1.000000000000000000e+03,1.505065375234946878e-01,1.781629832609999409e-01,2.343069030629373883e-01,1.216339713077664170e-01,1.589421647393253756e-01,1.564474401054761488e-01
1.001000000000000000e+03,1.506598062502136903e-01,1.795024323021499335e-01,2.322805082821919609e-01,1.219172837296684381e-01,1.596991189160279767e-01,1.559408505197479866e-01
1.002000000000000000e+03,1.506371881247087763e-01,1.784566053280053632e-01,2.337748888881412412e-01,1.215466134949716448e-01,1.592893109542638519e-01,1.562953932099092058e-01
1.003000000000000000e+03,1.509929317493565737e-01,1.788040841605355313e-01,2.337163316853569095e-01,1.213076245788852342e-01,1.589727877749440577e-01,1.562062400509217630e-01
1.004000000000000000e+03,1.505861030240768506e-01,1.783287752759201705e-01,2.337201456213203465e-01,1.213340264296721566e-01,1.593574133006944449e-01,1.566735363483160726e-01
1.005000000000000000e+03,1.505904493511829867e-01,1.785117248357393216e-01,2.337394031456026811e-01,1.214895802190692209e-01,1.593431753062158618e-01,1.563256671421899835e-01
1.006000000000000000e+03,1.509494879344880913e-01,1.781287437172441313e-01,2.345356927816623915e-01,1.210205603350125725e-01,1.589732796769478818e-01,1.563922355546449316e-01
1.007000000000000000e+03,1.513382344326812401e-01,1.791156797322774608e-01,2.328551941406630799e-01,1.216946903020432180e-01,1.593516560401878890e-01,1.556445453521472233e-01
1.008000000000000000e+03,1.506501153858054165e-01,1.784538739005070707e-01,2.336592740474875418e-01,1.215707417725206130e-01,1.592727364700018966e-01,1.563932584236774059e-01
1.009000000000000000e+03,1.515370688810445954e-01,1.782946712518514443e-01,2.346591145066476147e-01,1.211203667872068346e-01,1.586701691219848387e-01,1.557186094512647834e-01
1.010000000000000000e+03,1.509380576338459345e-01,1.787184683039409472e-01,2.337615294582002234e-01,1.213898353509008377e-01,1.591050953315180927e-01,1.560870139215938257e-01
1.011000000000000000e+03,1.507515741372843776e-01,1.782340013005517809e-01,2.338132088787285845e-01,1.213049129211035276e-01,1.593833235796174586e-01,1.565129791827143124e-01
1.012000000000000000e+03,1.502958167682839352e-01,1.784355199361706834e-01,2.340362017346508949e-01,1.213237461233827724e-01,1.592422186705834131e-01,1.566664967669282316e-01
1.013000000000000000e+03,1.509041939914806119e-01,1.789194724248703294e-01,2.336194569461844672e-01,1.212044173757470811e-01,1.590290423797419694e-01,1.563234168819755132e-01
1.014000000000000000e+03,1.509917237377075561e-01,1.791639982201388148e-01,2.334579874848551062e-01,1.210289713486223800e-01,1.589325432422540041e-01,1.564247759664222359e-01
1.015000000000000000e+03,1.506788922827932420e-01,1.782941736936513588e-01,2.337081792192369500e-01,1.212761383238188384e-01,1.594203241959816220e-01,1.566222922845179888e-01
1.016000000000000000e+03,1.513498545271665108e-01,1.791293668733031919e-01,2.328718301637569543e-01,1.216663477250761599e-01,1.593638926711868353e-01,1.556187080395102784e-01
1.017000000000000000e+03,1.506784916934734431e-01,1.782947289951538894e-01,2.337065118373498618e-01,1.212775378482375266e-01,1.594191179108708500e-01,1.566236117149144014e-01
1.018000000000000000e+03,1.504882822194463510e-01,1.778558099646519175e-01,2.344973128613721536e-01,1.217840770278812434e-01,1.590988215015069485e-01,1.562756964251413860e-01
1.019000000000000000e+03,1.509851769212950945e-01,1.790832176336215886e-01,2.335243238188242643e-01,1.211325014678473061e-01,1.589285535593548127e-01,1.563462265990569477e-01
